FID,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Area,Shape__Length
1,20,16025,02393655,2016025,Courtland,Courtland city,25,C1,N,N,G4110,A,695833,0,+39.7832419,-097.8961594,1179734.2734375,6266.44891537307
2,20,39500,02395682,2039500,Leonardville,Leonardville city,25,C1,N,N,G4110,A,756715,0,+39.3640840,-096.8596789,1267648.11328125,6364.46234740657
3,20,52275,02395307,2052275,Ogden,Ogden city,25,C1,N,N,G4110,A,4333942,147626,+39.1109201,-096.7023529,7454390.046875,26612.3698438954
4,20,59875,02396376,2059875,Riley,Riley city,25,C1,N,N,G4110,A,1256286,0,+39.2989676,-096.8275784,2100649.90234375,9025.53360037576
5,20,52200,02395304,2052200,Offerle,Offerle city,25,C1,N,N,G4110,A,711971,0,+37.8907233,-099.5603505,1145061.08203125,4683.65910632836
6,20,15475,02393631,2015475,Copeland,Copeland city,25,C1,N,N,G4110,A,603443,0,+37.5402401,-100.6286067,961440.0859375,6055.98352611793
7,20,15400,02393627,2015400,Coolidge,Coolidge city,25,C1,N,N,G4110,A,1196248,0,+38.0414247,-102.0078189,1931767.93359375,6144.03374907175
8,20,53525,02396103,2053525,Otis,Otis city,25,C1,N,N,G4110,A,810548,0,+38.5347998,-099.0534977,1326681.75390625,5455.78770204743
9,20,14700,02393591,2014700,Coldwater,Coldwater city,25,C1,N,N,G4110,A,6635968,871705,+37.2675428,-099.3234003,11872877.3085938,27416.4286574628
10,20,57850,02396289,2057850,Protection,Protection city,25,C1,N,N,G4110,A,2400886,0,+37.2003912,-099.4807745,3791063.91796875,9482.92365841939
11,20,79550,02397330,2079550,Wilmore,Wilmore city,25,C1,N,N,G4110,A,458646,0,+37.3350358,-099.2101972,726794.30859375,5004.83122286127
12,20,17625,02394515,2017625,Denison,Denison city,25,C1,N,N,G4110,A,290947,0,+39.3937945,-095.6284508,487807.34765625,3067.97408505651
13,20,32825,00485594,2032825,Holton,Holton city,25,C5,N,N,G4110,A,6930795,215243,+39.4698613,-095.7325554,12007190.7929688,29953.1473300886
14,20,33375,02394433,2033375,Hoyt,Hoyt city,25,C1,N,N,G4110,A,1215390,0,+39.2493585,-095.7079210,2029418.765625,9700.35322430849
15,20,45250,02395050,2045250,Mayetta,Mayetta city,25,C1,N,N,G4110,A,437483,0,+39.3385981,-095.7214727,732346.01171875,4112.39358689816
16,20,66175,02395907,2066175,Soldier,Soldier city,25,C1,N,N,G4110,A,382017,0,+39.5372274,-095.9655842,643124.15625,4142.84252730529
17,20,78100,02397306,2078100,Whiting,Whiting city,25,C1,N,N,G4110,A,2607551,0,+39.5878739,-095.6112004,4396158.21484375,9116.51714538597
18,20,63275,02396547,2063275,Sawyer,Sawyer city,25,C1,N,N,G4110,A,466499,0,+37.4984570,-098.6829511,742437.2578125,5602.39711964548
19,20,63150,02396540,2063150,Satanta,Satanta city,25,C1,N,N,G4110,A,1589928,0,+37.4377737,-100.9880211,2526312.9296875,10046.3162370353
20,20,68775,02395994,2068775,Sublette,Sublette city,25,C1,N,N,G4110,A,2719688,0,+37.4822265,-100.8464917,4326544.10546875,16833.3812976252
21,20,49075,00485627,2049075,Mullinville,Mullinville city,25,C1,N,N,G4110,A,1661429,0,+37.5885744,-099.4755601,2650528.73046875,7820.2847252594
22,20,09800,02393485,2009800,Byers,Byers city,25,C1,N,N,G4110,A,438297,0,+37.7878963,-098.8670554,702963.01953125,3427.11585469588
23,20,39825,00485613,2039825,Liberal,Liberal city,25,C5,Y,N,G4110,A,29602296,572999,+37.0461108,-100.9296092,47455989.6953125,51104.5973142733
24,20,48600,02395416,2048600,Moscow,Moscow city,25,C1,N,N,G4110,A,445862,0,+37.3250904,-101.2067771,706342.5,4340.31089809759
25,20,36000,00485601,2036000,Kansas City,Kansas City city,25,C5,Y,N,G4110,A,323068566,9237731,+39.1225389,-094.7417813,552907029.5,120229.051481801
26,20,02900,00485542,2002900,Atchison,Atchison city,25,C5,Y,N,G4110,A,20752884,1179629,+39.5625524,-095.1366109,36949965.9101563,83265.1380248814
27,20,20025,02394629,2020025,Effingham,Effingham city,25,C1,N,N,G4110,A,1603690,0,+39.5229087,-095.3969190,2698699.07421875,9784.59368180782
28,20,38325,02395625,2038325,Lancaster,Lancaster city,25,C1,N,N,G4110,A,516008,0,+39.5711586,-095.3037122,869539.41796875,5383.09203724496
29,20,48450,02395413,2048450,Morrowville,Morrowville city,25,C1,N,N,G4110,A,371591,0,+39.8453027,-097.1727686,631133.13671875,4081.52333205178
30,20,54200,02396130,2054200,Palmer,Palmer city,25,C1,N,N,G4110,A,799808,6130,+39.6328754,-097.1403768,1360531.90234375,6088.6319169224
31,20,75825,00485656,2075825,Washington,Washington city,25,C5,N,N,G4110,A,2517401,97267,+39.8157976,-097.0484223,4437183.33984375,19716.349173347
32,20,15925,00485560,2015925,Council Grove,Council Grove city,25,C5,N,N,G4110,A,5530703,192223,+38.6631487,-096.4917824,9400077.60546875,27435.6365933807
33,20,19125,02394583,2019125,Dwight,Dwight city,25,C1,N,N,G4110,A,935242,1284,+38.8452131,-096.5921809,1546115.15234375,5233.55013661889
34,20,54575,02396153,2054575,Parkerville,Parkerville city,25,C1,N,N,G4110,A,332389,788,+38.7633153,-096.6609200,548802.03125,3383.00857499838
35,20,58300,02396306,2058300,Radium,Radium city,25,C1,N,N,G4110,A,107153,0,+38.1738117,-098.8944753,173657.30859375,2461.09958912793
36,20,77825,02397300,2077825,White City,White City city,25,C1,N,N,G4110,A,3216985,14870,+38.7933442,-096.7349923,5327911.359375,9295.51455464115
37,20,79650,02397331,2079650,Wilsey,Wilsey city,25,C1,N,N,G4110,A,699465,0,+38.6357178,-096.6764547,1148061.2578125,4558.00680306638
38,20,24175,02394802,2024175,Fowler,Fowler city,25,C1,N,N,G4110,A,1227543,1759,+37.3832646,-100.1957933,1950454.125,5725.38671650992
39,20,45325,02395076,2045325,Meade,Meade city,25,C1,N,N,G4110,A,3790769,0,+37.2836121,-100.3430218,5998846.7109375,20828.0688424414
40,20,56100,02396219,2056100,Plains,Plains city,25,C1,N,N,G4110,A,2587117,0,+37.2642390,-100.5897590,4091989.359375,8091.46108836549
41,20,07975,00485548,2007975,Bonner Springs,Bonner Springs city,25,C5,N,N,G4110,A,40479281,952254,+39.0753683,-094.8717391,68854652.9648438,49045.8995051673
42,20,20000,00485566,2020000,Edwardsville,Edwardsville city,25,C5,N,N,G4110,A,23407905,818418,+39.0781680,-094.8188183,40255619.15625,36095.3125967357
43,20,14650,00485557,2014650,Colby,Colby city,25,C5,N,N,G4110,A,9274105,0,+39.3848012,-101.0452112,15545210.8085938,55778.5985184151
44,20,28850,02394250,2028850,Gridley,Gridley city,25,C1,N,N,G4110,A,1108728,159079,+38.1010498,-095.8815409,2050628.125,9582.55665728551
45,20,37975,00485605,2037975,Lake Quivira,Lake Quivira city,25,C5,N,N,G4110,A,3822993,385244,+39.0401900,-094.7685259,6985305.015625,14806.3720278911
46,20,25050,02394839,2025050,Galatia,Galatia city,25,C1,N,N,G4110,A,918286,0,+38.6410818,-098.9577566,1507452.46484375,5395.03825453609
47,20,31150,02394340,2031150,Hazelton,Hazelton city,25,C1,N,N,G4110,A,1535447,0,+37.0894468,-098.4015411,2417473.98828125,7451.64864842239
48,20,34550,02395442,2034550,Isabel,Isabel city,25,C1,N,N,G4110,A,648460,0,+37.4671511,-098.5515165,1031168.8828125,4061.52630472896
49,20,37125,02395545,2037125,Kiowa,Kiowa city,25,C1,N,N,G4110,A,2870460,0,+37.0174052,-098.4848186,4510883.96875,11073.6940706725
50,20,45500,02395083,2045500,Medicine Lodge,Medicine Lodge city,25,C1,N,N,G4110,A,3104090,0,+37.2851373,-098.5811847,4912375.9609375,17067.84762267
51,20,69275,02396004,2069275,Sun City,Sun City city,25,C1,N,N,G4110,A,378183,0,+37.3785183,-098.9168130,599969.734375,4804.20643754071
52,20,30000,02394296,2030000,Hardtner,Hardtner city,25,C1,N,N,G4110,A,712624,0,+37.0144170,-098.6491781,1119787.3828125,4623.88355206955
53,20,12500,00485552,2012500,Chanute,Chanute city,25,C5,N,N,G4110,A,18383891,316672,+37.6696611,-095.4641615,29898022.2890625,62727.8276650817
54,20,21500,02394698,2021500,Erie,Erie city,25,C1,N,N,G4110,A,3283673,0,+37.5716610,-095.2417911,5236168.4375,13753.5596104655
55,20,25150,02394843,2025150,Galesburg,Galesburg city,25,C1,N,N,G4110,A,453954,0,+37.4721239,-095.3563303,721966.625,4209.00700679169
56,20,11425,02393776,2011425,Cedar Point,Cedar Point city,25,C1,N,N,G4110,A,176431,1517,+38.2600468,-096.8237428,289073.63671875,2747.55220487101
57,20,15900,02393648,2015900,Cottonwood Falls,Cottonwood Falls city,25,C1,N,N,G4110,A,1668225,15662,+38.3682110,-096.5427551,2743573.45703125,9251.63429856147
58,20,45150,02395043,2045150,Matfield Green,Matfield Green city,25,C1,N,N,G4110,A,367689,2035,+38.1596511,-096.5620135,598967.65234375,4117.91733977904
59,20,68650,02395989,2068650,Strong City,Strong City city,25,C1,N,N,G4110,A,1419866,11507,+38.3954306,-096.5366662,2333881.93359375,10427.5817895319
60,20,68025,02395957,2068025,Stark,Stark city,25,C1,N,N,G4110,A,425918,0,+37.6897198,-095.1441085,681316.6796875,4698.46475592899
61,20,01425,02393927,2001425,Almena,Almena city,25,C1,N,N,G4110,A,1566021,0,+39.8912739,-099.7096128,2663360.1015625,7437.85832286775
62,20,15725,02393637,2015725,Corning,Corning city,25,C1,N,N,G4110,A,787144,0,+39.6570894,-096.0287888,1329705.4296875,5611.95277880944
63,20,62025,00485648,2062025,Sabetha,Sabetha city,25,C5,N,N,G4110,A,8585198,31553,+39.9102280,-095.7928319,14663892.5585938,52690.0809649578
64,20,76350,00485657,2076350,Weir,Weir city,25,C5,N,N,G4110,A,2948027,6880,+37.3095941,-094.7744677,4679291.17578125,11931.0805690068
65,20,58250,02396302,2058250,Quinter,Quinter city,25,C1,N,N,G4110,A,2603709,0,+39.0666258,-100.2347424,4325246.75,15284.537740303
66,20,50475,00485629,2050475,Newton,Newton city,25,C5,N,N,G4110,A,37746665,0,+38.0367446,-097.3449197,60947674.7148438,99215.7466632919
67,20,52700,02396055,2052700,Olivet,Olivet city,25,C1,N,N,G4110,A,653556,138,+38.4814962,-095.7512757,1068375.03125,4127.99510099828
68,20,18600,02394562,2018600,Dresden,Dresden city,25,C1,N,N,G4110,A,2336483,0,+39.6227615,-100.4190497,3943105.4453125,8164.11372386564
69,20,49950,02395177,2049950,Netawaka,Netawaka city,25,C1,N,N,G4110,A,2507574,0,+39.6029673,-095.7189087,4229436.91796875,9094.54623759144
70,20,38175,02395615,2038175,Lakin,Lakin city,25,C1,N,N,G4110,A,2449983,0,+37.9400160,-101.2584441,3945538.83984375,11041.4051420128
71,20,39125,02395666,2039125,Lebo,Lebo city,25,C1,N,N,G4110,A,2479809,227051,+38.4161793,-095.8624818,4416035.3828125,17387.8217484637
72,20,39650,02395685,2039650,LeRoy,LeRoy city,25,C1,N,N,G4110,A,2132894,12722,+38.0859565,-095.6329705,3469076.56640625,9326.12992923514
73,20,76050,02397228,2076050,Waverly,Waverly city,25,C1,N,N,G4110,A,1896961,19624,+38.3958086,-095.6050824,3125079.17578125,10288.5313649026
74,20,09400,00485549,2009400,Burlington,Burlington city,25,C5,N,N,G4110,A,5719914,42991,+38.1932893,-095.7454278,9344682.3515625,31781.9029277191
75,20,18950,02394578,2018950,Dunlap,Dunlap city,25,C1,N,N,G4110,A,638263,0,+38.5762863,-096.3675679,1045889.2421875,4114.91559618812
76,20,38800,02395641,2038800,Latimer,Latimer city,25,C1,N,N,G4110,A,154572,0,+38.7385919,-096.8459596,254429.796875,2088.434267298
77,20,17925,02394531,2017925,Dexter,Dexter city,25,C1,N,N,G4110,A,718589,0,+37.1795671,-096.7160395,1134052.17578125,6652.46350915
78,20,71450,02397052,2071450,Tribune,Tribune city,25,C9,N,N,G4110,N,1922922,0,+38.4720367,-101.7545251,3141953.890625,10228.045590975
79,20,22025,02394713,2022025,Everest,Everest city,25,C1,N,N,G4110,A,600819,0,+39.6769738,-095.4247571,1015533.8828125,5212.1214955806
80,20,06500,02394158,2006500,Beverly,Beverly city,25,C1,N,N,G4110,A,516345,0,+39.0138315,-097.9754542,856475.28515625,4635.5394101363
81,20,41300,02395714,2041300,Lincoln Center,Lincoln Center city,25,C1,N,N,G4110,A,3243945,0,+39.0429547,-098.1467373,5385214.69140625,16199.5415522325
82,20,69775,02396019,2069775,Sylvan Grove,Sylvan Grove city,25,C1,N,N,G4110,A,997834,0,+39.0122908,-098.3943688,1655065.58203125,6599.64156527696
83,20,23650,02394782,2023650,Fontana,Fontana city,25,C1,N,N,G4110,A,2167145,6566,+38.4215155,-094.8446567,3547033.16796875,15996.2049256283
84,20,42875,00485615,2042875,Louisburg,Louisburg city,25,C5,N,N,G4110,A,12636765,321855,+38.6205063,-094.6770820,21260433.9101563,55335.1578277248
85,20,54250,00485640,2054250,Paola,Paola city,25,C5,N,N,G4110,A,13188239,1093204,+38.5787170,-094.8618639,23403901.5273438,67453.2740518065
86,20,29600,00485586,2029600,Halstead,Halstead city,25,C5,N,N,G4110,A,3490923,0,+37.9999692,-097.5101755,5631003.66015625,11911.5551831313
87,20,04625,00485544,2004625,Baxter Springs,Baxter Springs city,25,C5,N,N,G4110,A,8155466,226844,+37.0199515,-094.7349608,13173373.8632813,34340.4994787586
88,20,15075,00485558,2015075,Columbus,Columbus city,25,C5,N,N,G4110,A,6301167,0,+37.1716138,-094.8440757,9942193.83203125,36273.114217591
89,20,25100,00485578,2025100,Galena,Galena city,25,C5,N,N,G4110,A,11921786,136482,+37.0751936,-094.6355168,18977898.9335938,30945.6127635348
90,20,51225,02395258,2051225,North Newton,North Newton city,25,C1,N,N,G4110,A,2363407,3864,+38.0776035,-097.3463149,3826438.6953125,13720.7617802756
91,20,62175,02396488,2062175,St. Francis,St. Francis city,25,C1,N,N,G4110,A,2218591,0,+39.7714790,-101.8014280,3760168.45703125,8316.80428580867
92,20,06825,02394172,2006825,Bird City,Bird City city,25,C1,N,N,G4110,A,5869491,0,+39.7495137,-101.5327651,9941606.73828125,12598.2479266074
93,20,60825,00485646,2060825,Roeland Park,Roeland Park city,25,C5,N,N,G4110,A,4196520,0,+39.0358540,-094.6374094,6965172.42578125,12469.0227500388
94,20,67625,00485653,2067625,Spring Hill,Spring Hill city,25,C5,N,N,G4110,A,22886224,290900,+38.7566846,-094.8209759,38169293.0585938,94370.9462370232
95,20,77500,00485660,2077500,Westwood,Westwood city,25,C5,N,N,G4110,A,1065135,0,+39.0393793,-094.6155797,1768039.24609375,6403.61706889091
96,20,31675,00485591,2031675,Hiawatha,Hiawatha city,25,C5,N,N,G4110,A,6628828,0,+39.8518551,-095.5379986,11260981.5078125,27720.4549249971
97,20,33200,00485595,2033200,Horton,Horton city,25,C5,N,N,G4110,A,4590989,38501,+39.6637912,-095.5325322,7821956.984375,24750.9798343148
98,20,48300,02395406,2048300,Morrill,Morrill city,25,C1,N,N,G4110,A,514651,0,+39.9291692,-095.6943232,876242.35546875,4613.23456710291
99,20,59050,02396354,2059050,Reserve,Reserve city,25,C1,N,N,G4110,A,298007,0,+39.9769604,-095.5651448,508086.39453125,3465.26488060559
100,20,43850,02395800,2043850,Macksville,Macksville city,25,C1,N,N,G4110,A,2585247,0,+37.9572301,-098.9688617,4165308.96875,9483.51313690473
101,20,14525,02393580,2014525,Coats,Coats city,25,C1,N,N,G4110,A,589031,0,+37.5107800,-098.8253384,937757.59765625,4081.59130898107
102,20,77150,02397270,2077150,West Mineral,West Mineral city,25,C1,N,N,G4110,A,871969,0,+37.2839056,-094.9268011,1379887.92578125,8822.98182910685
103,20,63325,00485650,2063325,Scammon,Scammon city,25,C5,N,N,G4110,A,1623792,9664,+37.2791733,-094.8235556,2584546.6484375,8825.37140507103
104,20,20950,02394681,2020950,Elwood,Elwood city,25,C1,N,N,G4110,A,7537903,759,+39.7515046,-094.8934109,12769653.703125,29851.9136979027
105,20,02300,00485541,2002300,Arkansas City,Arkansas City city,25,C5,N,N,G4110,A,24131049,49990,+37.0724994,-097.0384360,38054954,71001.1601010486
106,20,54560,02396150,2054560,Parkerfield,Parkerfield city,25,C1,N,N,G4110,A,2363791,0,+37.0677979,-096.9955777,3719542.15625,12647.4894839096
107,20,33400,02394439,2033400,Hudson,Hudson city,25,C1,N,N,G4110,A,323371,0,+38.1048776,-098.6606854,523097.6328125,3739.55356187865
108,20,62275,02396496,2062275,St. John,St. John city,25,C1,N,N,G4110,A,5035762,0,+38.0000237,-098.7610707,8122917.8515625,14663.2438644438
109,20,64100,02396579,2064100,Seward,Seward city,25,C1,N,N,G4110,A,665174,0,+38.1778281,-098.7942812,1078142.7109375,4148.47011287691
110,20,67775,02395948,2067775,Stafford,Stafford city,25,C1,N,N,G4110,A,2370493,0,+37.9623721,-098.5993320,3819837.3984375,8781.15556815923
111,20,17225,02394490,2017225,Deerfield,Deerfield city,25,C1,N,N,G4110,A,1245564,0,+37.9818690,-101.1331825,2008161.98828125,7508.11852011074
112,20,01550,02393933,2001550,Altamont,Altamont city,25,C1,N,N,G4110,A,4932659,62715,+37.1853028,-095.2919457,7885198.4921875,35651.5453890519
113,20,12950,00485554,2012950,Chetopa,Chetopa city,25,C5,N,N,G4110,A,3532610,204849,+37.0374374,-095.0922495,5876455.96484375,17008.5700657003
114,20,19900,02394625,2019900,Edna,Edna city,25,C1,N,N,G4110,A,1019246,0,+37.0584850,-095.3591754,1603438.6796875,10192.8889421052
115,20,11325,02393773,2011325,Cedar,Cedar city,25,C1,N,N,G4110,A,462020,0,+39.6571204,-098.9401782,780484.40625,4264.29664538953
116,20,26000,02394869,2026000,Gaylord,Gaylord city,25,C1,N,N,G4110,A,660526,0,+39.6462681,-098.8473106,1115467.2890625,5676.90141275167
117,20,36550,02395511,2036550,Kensington,Kensington city,25,C1,N,N,G4110,A,867920,0,+39.7667024,-099.0328502,1470787.22265625,7010.23711913731
118,20,39100,02395665,2039100,Lebanon,Lebanon city,25,C1,N,N,G4110,A,835137,0,+39.8101756,-098.5572936,1417015.16015625,5896.58276750071
119,20,65925,02395900,2065925,Smith Center,Smith Center city,25,C1,N,N,G4110,A,3282826,0,+39.7740072,-098.7830996,5564296.56640625,17971.6084550807
120,20,48825,02395115,2048825,Mound Valley,Mound Valley city,25,C1,N,N,G4110,A,1662974,0,+37.2070185,-095.4047635,2626335.5390625,9905.20944822887
121,20,53450,00485637,2053450,Oswego,Oswego city,25,C5,N,N,G4110,A,6237337,166821,+37.1676409,-095.1120522,10103574.8320313,29154.708648025
122,20,80925,02397400,2080925,Zenda,Zenda city,25,C1,N,N,G4110,A,578522,0,+37.4440770,-098.2819963,919396.015625,5127.72614665925
123,20,10375,00485551,2010375,Caney,Caney city,25,C5,N,N,G4110,A,3502763,985,+37.0135728,-095.9319312,5505563.9765625,23288.0056942977
124,20,12925,00485553,2012925,Cherryvale,Cherryvale city,25,C5,N,N,G4110,A,5191081,58717,+37.2691478,-095.5533544,8304549.23828125,20663.4617912702
125,20,17150,02394479,2017150,Dearing,Dearing city,25,C1,N,N,G4110,A,3920402,0,+37.0533626,-095.6953648,6166630.8203125,13792.7827501926
126,20,30700,02394324,2030700,Havana,Havana city,25,C1,N,N,G4110,A,407119,0,+37.0921126,-095.9419167,641029.359375,4449.8229718116
127,20,40250,02395701,2040250,Liberty,Liberty city,25,C1,N,N,G4110,A,650610,0,+37.1563609,-095.5976735,1026144.890625,5098.19964888652
128,20,71925,02397076,2071925,Tyro,Tyro city,25,C1,N,N,G4110,A,1182926,5450,+37.0385691,-095.8242774,1868448.91015625,6071.03201835981
129,20,33350,02394432,2033350,Hoxie,Hoxie city,25,C1,N,N,G4110,A,2226992,0,+39.3558279,-100.4398444,3729810.26953125,13873.5724933982
130,20,63875,02396571,2063875,Selden,Selden city,25,C1,N,N,G4110,A,785262,0,+39.5414473,-100.5671851,1322138.53125,5933.10528883644
131,20,57350,02396265,2057350,Powhattan,Powhattan city,25,C1,N,N,G4110,A,353695,0,+39.7617344,-095.6340106,599290.578125,3528.29585271742
132,20,57675,02396274,2057675,Preston,Preston city,25,C1,N,N,G4110,A,1127244,0,+37.7584453,-098.5577867,1806510.28125,5570.46621106967
133,20,60325,02396391,2060325,Robinson,Robinson city,25,C1,N,N,G4110,A,592918,0,+39.8155385,-095.4115824,1006183.62890625,7530.35544719992
134,20,79400,02397322,2079400,Willis,Willis city,25,C1,N,N,G4110,A,424733,0,+39.7226424,-095.5057886,718844.35546875,3890.20497893296
135,20,09450,02393471,2009450,Burns,Burns city,25,C1,N,N,G4110,A,891262,0,+38.0897378,-096.8876681,1441151.2421875,7189.7258281666
136,20,19050,02394582,2019050,Durham,Durham city,25,C1,N,N,G4110,A,451674,0,+38.4844562,-097.2268845,738260.0078125,4496.89313142334
137,20,23600,00485574,2023600,Florence,Florence city,25,C5,N,N,G4110,A,1984664,4157,+38.2430748,-096.9291548,3229311.5390625,10507.1031369593
138,20,26750,02394920,2026750,Goessel,Goessel city,25,C1,N,N,G4110,A,980418,0,+38.2470724,-097.3457423,1592107.62890625,6651.31688569697
139,20,32275,00485592,2032275,Hillsboro,Hillsboro city,25,C5,N,N,G4110,A,6318994,36527,+38.3526521,-097.1995722,10350653.3789063,24537.1889260688
140,20,42825,02395768,2042825,Lost Springs,Lost Springs city,25,C1,N,N,G4110,A,574064,0,+38.5666189,-096.9657670,940437.37890625,4216.41094483056
141,20,44750,00485619,2044750,Marion,Marion city,25,C5,N,N,G4110,A,7144445,19800,+38.3533147,-097.0077771,11668320.7070313,32930.5215803751
142,20,16775,02393696,2016775,Cunningham,Cunningham city,25,C1,N,N,G4110,A,1184987,0,+37.6446229,-098.4311298,1893278.26171875,10801.6240800279
143,20,49400,02395155,2049400,Nashville,Nashville city,25,C1,N,N,G4110,A,531698,0,+37.4384454,-098.4227508,844861.44140625,4370.29681918918
144,20,51600,02395275,2051600,Norwich,Norwich city,25,C1,N,N,G4110,A,1040495,0,+37.4572424,-097.8479164,1654144.8671875,5968.02021862044
145,20,67250,02395929,2067250,Spivey,Spivey city,25,C1,N,N,G4110,A,1349378,0,+37.4483896,-098.1657337,2144698.6796875,5917.64737151634
146,20,61275,02396432,2061275,Roseland,Roseland city,25,C1,N,N,G4110,A,1892522,0,+37.2804869,-094.8438452,2994674.734375,7503.00486045063
147,20,55100,02396169,2055100,Peabody,Peabody city,25,C1,N,N,G4110,A,3279504,0,+38.1683057,-097.1043481,5314193.66015625,12314.1445103881
148,20,70000,02396029,2070000,Tampa,Tampa city,25,C1,N,N,G4110,A,461153,0,+38.5480874,-097.1541809,755076.47265625,3780.41523716819
149,20,64375,02395858,2064375,Sharon Springs,Sharon Springs city,25,C1,N,N,G4110,A,2337881,0,+38.8943336,-101.7511628,3864957.7421875,9572.63138480944
150,20,74075,02397151,2074075,Virgil,Virgil city,25,C1,N,N,G4110,A,1449791,6044,+37.9804999,-096.0112087,2347099.25,6119.89944540807
151,20,67125,02395923,2067125,Spearville,Spearville city,25,C1,N,N,G4110,A,1626170,0,+37.8480673,-099.7547136,2612361.9609375,8321.68279578964
152,20,09000,02393449,2009000,Bucklin,Bucklin city,25,C1,N,N,G4110,A,1489942,70012,+37.5486469,-099.6344185,2486007.30859375,8508.34169069228
153,20,38900,00485609,2038900,Lawrence,Lawrence city,25,C5,Y,N,G4110,A,88454167,2141669,+38.9600294,-095.2629300,150045961.894531,164320.735990259
154,20,23725,02394785,2023725,Ford,Ford city,25,C1,N,N,G4110,A,1096259,0,+37.6366516,-099.7537784,1751133.16796875,5649.03756703862
155,20,31850,02394376,2031850,Highland,Highland city,25,C1,N,N,G4110,A,1361025,0,+39.8603367,-095.2651352,2312661.1484375,7332.76112397545
156,20,76000,02397215,2076000,Wathena,Wathena city,25,C1,N,N,G4110,A,6066251,106610,+39.7610575,-094.9275179,10458663.7695313,24255.0474962419
157,20,20300,02394648,2020300,Elk Falls,Elk Falls city,25,C1,N,N,G4110,A,1883473,4226,+37.3729609,-096.1929039,2994342.53125,9312.86184544595
158,20,33250,02394429,2033250,Howard,Howard city,25,C1,N,N,G4110,A,1825427,0,+37.4694336,-096.2630428,2902932.47265625,8481.67507614126
159,20,47600,02395366,2047600,Moline,Moline city,25,C1,N,N,G4110,A,867839,0,+37.3636504,-096.3023839,1376248.5,6232.34507763483
160,20,71975,02397081,2071975,Ulysses,Ulysses city,25,C1,N,N,G4110,A,8361106,182677,+37.5773425,-101.3548641,13626085.4375,35963.8444522024
161,20,28412,02664358,2028412,Greeley County unified government (balance),Greeley County unified government (balance),00,C8,N,N,G4110,F,2013501718,0,+38.4804132,-101.8060237,3290752874.26172,244758.277401377
162,20,71050,02397039,2071050,Toronto,Toronto city,25,C1,N,N,G4110,A,941516,0,+37.7985251,-095.9497517,1510487.52734375,6492.43262178158
163,20,80700,00485664,2080700,Yates Center,Yates Center city,25,C5,N,N,G4110,A,6548432,1121382,+37.8674841,-095.7548099,12327369.515625,29044.4717680116
164,20,26725,02394919,2026725,Goddard,Goddard city,25,C1,N,N,G4110,A,13204119,119464,+37.6718025,-097.5597197,21298957.4921875,43493.9531842922
165,20,00475,02393890,2000475,Agenda,Agenda city,25,C1,N,N,G4110,A,448549,0,+39.7065672,-097.4322389,758805.68359375,4843.25547016926
166,20,49150,02395139,2049150,Munden,Munden city,25,C1,N,N,G4110,A,481027,0,+39.9126327,-097.5384505,818601.62890625,4802.36167529817
167,20,44250,00485618,2044250,Manhattan,Manhattan city,25,C5,Y,N,G4110,A,51597270,155341,+39.1883066,-096.6058642,86266578.046875,128575.374210045
168,20,75325,02397188,2075325,Wamego,Wamego city,25,C1,N,N,G4110,A,6199952,104949,+39.2052626,-096.3101259,10514643.765625,31541.2104342588
169,20,77700,02397297,2077700,Wheaton,Wheaton city,25,C1,N,N,G4110,A,398973,917,+39.5022052,-096.3185744,672535.8203125,3418.14321036268
170,20,01050,02393916,2001050,Alexander,Alexander city,25,C1,N,N,G4110,A,671845,0,+38.4694170,-099.5529981,1097674.68359375,4464.78621253414
171,20,49825,02395173,2049825,Neosho Falls,Neosho Falls city,25,C1,N,N,G4110,A,1311906,64324,+38.0060088,-095.5552890,2220262.83203125,6735.73302594904
172,20,58450,02396315,2058450,Randall,Randall city,25,C1,N,N,G4110,A,450125,0,+39.6416131,-098.0455715,760054.12109375,4218.45540435076
173,20,25925,00485581,2025925,Garnett,Garnett city,25,C5,N,N,G4110,A,7983409,265694,+38.2858727,-095.2412309,13409446.3125,36655.0066564319
174,20,39000,00485610,2039000,Leavenworth,Leavenworth city,25,C5,N,N,G4110,A,62788574,164816,+39.3236053,-094.9249844,105337759.84375,66706.3680082214
175,20,09525,02393473,2009525,Burr Oak,Burr Oak city,25,C1,N,N,G4110,A,2132378,10238,+39.8703470,-098.3057081,3641756.546875,11147.5928204176
176,20,21600,02394700,2021600,Esbon,Esbon city,25,C1,N,N,G4110,A,727421,0,+39.8218410,-098.4337157,1234668.66015625,6362.06979024615
177,20,23825,02394792,2023825,Formoso,Formoso city,25,C1,N,N,G4110,A,640134,0,+39.7784801,-097.9928730,1085147.0390625,5830.16318833031
178,20,44300,02395832,2044300,Mankato,Mankato city,25,C1,N,N,G4110,A,2525562,454,+39.7873391,-098.2082669,4283141.47265625,12943.4436192384
179,20,76250,02397240,2076250,Webber,Webber city,25,C1,N,N,G4110,A,301658,0,+39.9343713,-098.0350627,513675.890625,3256.50902668858
